Seq	Domain	Phylum	Class	Order	Family	Genus
Seq_0005820	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_0003981	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004842	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000172	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000326	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000012	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000287	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001146	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0001159	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000426	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000040	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Seq_0004916	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005795	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000046	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000702	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002241	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0009372	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000212	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0005943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001478	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0002651	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002017	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0001790	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Seq_0005735	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003626	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
Seq_0000080	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000030	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0006145	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000636	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0008386	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
Seq_0000633	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0005475	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0003625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004342	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0007084	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0003258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000868	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified
Seq_0000850	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000746	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001150	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0001357	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001658	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0001673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002656	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001769	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001079	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000083	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000997	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0001008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003382	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002840	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000477	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Peptoniphilus
Seq_0007233	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006408	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005933	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0007532	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0003451	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella
Seq_0000803	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000768	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0003942	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004697	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002087	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001615	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0001559	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002367	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000579	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000725	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0000906	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001130	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0004056	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000075	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0003246	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0008750	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0007958	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified
Seq_0000548	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000028	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000555	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0000274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000315	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0006320	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002934	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0004461	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002408	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002332	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002248	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002303	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001928	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002344	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0000475	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000621	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Seq_0002246	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0002999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified
Seq_0003240	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003242	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified
Seq_0003129	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
Seq_0003483	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0001313	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000403	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000347	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000350	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000781	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001020	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0003741	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003680	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0004600	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0004826	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004857	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0005198	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0005418	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005665	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0006373	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003345	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Seq_0005266	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0003568	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
Seq_0004419	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004563	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
Seq_0004360	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004679	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002816	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0002776	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Seq_0000013	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0000019	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0000719	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000076	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0000830	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0000440	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000456	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000341	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000468	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0005593	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001228	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0005464	Bacteria	Acidobacteria	Acidobacteria_Gp4	Blastocatella	unclassified	unclassified
Seq_0008151	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0001668	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Seq_0001692	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Seq_0001920	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0008281	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002666	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003068	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003331	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001732	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0002716	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001452	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001567	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002050	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001994	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0002485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0003857	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0002142	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002589	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Seq_0001569	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001063	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000878	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001359	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000858	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000451	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000856	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0001213	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001193	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000317	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000410	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000721	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000405	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0005729	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0008590	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002896	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella
Seq_0006440	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0006445	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0004403	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000493	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000647	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0000507	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000044	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000931	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000829	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0000892	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001456	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001558	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001757	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001639	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0007319	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004045	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Seq_0005194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Seq_0005675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005429	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003100	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004615	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Seq_0004790	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000011	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0003354	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003245	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004949	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004810	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002976	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0002882	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000005	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000015	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000279	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000235	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004469	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0006431	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0006746	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0006505	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0006371	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Sarcina
Seq_0003161	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000055	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000764	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000959	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0001636	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001467	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0001259	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001575	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000301	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Seq_0001370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0002008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002088	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004976	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000065	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0002783	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0009556	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000875	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0002696	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002823	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005799	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
